X-Value,Measured,Fitted,Residual,IRF
0,0.1,0.1,0,0.1
0.0490525226967008,0.1,0.1,0,0.1
0.0981050453934015,0.1,0.1,0,0.1
0.147157568090102,0.1,0.1,0,0.1
0.196210090786803,0.1,0.1,0,0.1
0.245262613483504,65,0.1,0,0.1
0.294315136180205,56,0.1,0,0.1
0.343367658876905,55,0.1,0,0.1
0.392420181573606,59,0.1,0,0.1
0.441472704270307,62,0.1,0,0.1
0.490525226967008,44,0.1,0,0.1
0.539577749663708,48,0.1,0,0.1
0.588630272360409,70,0.1,0,0.1
0.63768279505711,79,0.1,0,0.1
0.686735317753811,121,0.1,0,0.1
0.735787840450511,192,0.1,0,0.1
0.784840363147212,280,0.1,0,0.1
0.833892885843913,398,0.1,0,0.1
0.882945408540614,551,0.1,0,0.1
0.931997931237314,620,0.1,0,0.1
0.981050453934015,774,0.1,0,0.1
1.03010297663072,913,0.1,0,0.1
1.07915549932742,1044,0.1,0,0.1
1.12820802202412,1044,0.1,0,0.1
1.17726054472082,1157,0.1,0,0.1
1.22631306741752,1266,0.1,0,0.1
1.27536559011422,1371,0.1,0,0.1
1.32441811281092,1364,0.1,0,0.1
1.37347063550762,1458,0.1,0,0.1
1.42252315820432,1560,0.1,0,0.1
1.47157568090102,1673,0.1,0,0.1
1.52062820359772,1500,0.1,0,0.1
1.56968072629442,1655,0.1,0,0.1
1.61873324899112,1635,0.1,0,0.1
1.66778577168783,1624,0.1,0,0.1
1.71683829438453,1591,0.1,0,0.1
1.76589081708123,1524,0.1,0,0.1
1.81494333977793,1516,1678.43209888789,-4.17178823969246,0.1
1.86399586247463,1520,1586.52954101563,-1.70644672140482,0.1
1.91304838517133,1493,1499.659108154,-0.172340030189717,0.1
1.96210090786803,1446,1417.54526627317,0.748290754701504,0.1
2.01115343056473,1343,1339.92756821047,0.0838386436510075,0.1
2.06020595326143,1281,1266.55982758892,0.403457519150882,0.1
2.10925847595813,1220,1197.2093379678,0.65249475587732,0.1
2.15831099865483,1157,1131.65613474874,0.745085602313223,0.1
2.20736352135153,1132,1069.69229749601,1.85190423230341,0.1
2.25641604404823,1053,1011.12129045839,1.29056268891071,0.1
2.30546856674494,1007,955.757339200663,1.6147932945449,0.1
2.35452108944164,967,903.424841367759,2.0444392750694,0.1
2.40357361213834,869,853.957809712412,0.510271356145143,0.1
2.45262613483504,834,807.199345619903,0.92803076315595,0.1
2.50167865753174,755,763.001141459939,-0.291191352079293,0.1
2.55073118022844,733,721.223010187256,0.434993043882031,0.1
2.59978370292514,692,681.732440698947,0.390314039119611,0.1
2.64883622562184,664,644.4041775382,0.760465395268707,0.1
2.69788874831854,646,609.119823611359,1.45103113249065,0.1
2.74694127101524,567,575.767464658217,-0.368198906574452,0.1
2.79599379371194,526,544.241314284439,-0.795359099163976,0.1
2.84504631640864,527,514.441378430232,0.547062148023508,0.1
2.89409883910534,491,486.273138211044,0.213320286296477,0.1
2.94315136180205,419,459.647250124313,-1.98574811273428,0.1
2.99220388449875,456,434.479262671401,1.00780086183713,0.1
3.04125640719545,391,410.689348495896,-0.99573315300944,0.1
3.09030892989215,390,388.202051188681,0.0910426770612235,0.1
3.13936145258885,358,366.946045956692,-0.472813220528248,0.1
3.18841397528555,335,346.853913396265,-0.647648473857535,0.1
3.23746649798225,324,327.861925653513,-0.214551425195159,0.1
3.28651902067895,271,309.909844293506,-2.36360471385107,0.1
3.33557154337565,314,292.940729237116,1.18844340342116,0.1
3.38462406607235,263,276.900758159528,-0.857157468328963,0.1
3.43367658876905,275,261.739055777591,0.799665024573878,0.1
3.48272911146575,223,247.407532484531,-1.63444926611784,0.1
3.53178163416245,213,233.860731820233,-1.42935379219638,0.1
3.58083415685915,211,221.055686293281,-0.692261993348913,0.1
3.62988667955586,210,208.95178109746,0.072333976329419,0.1
3.67893920225256,223,197.510625290475,1.7068947798877,0.1
3.72799172494926,162,186.695930026263,-1.94029550991992,0.1
3.77704424764596,174,176.473393454708,-0.187507473901487,0.1
3.82609677034266,153,166.810591923665,-1.1165201814426,0.1
3.87514929303936,155,157.676877138224,-0.215011945851893,0.1
3.92420181573606,161,149.043278951015,0.942321628320356,0.1
3.97325433843276,151,140.882413475227,0.823357514447853,0.1
4.02230686112946,156,133.168396228912,0,0.1
4.07135938382616,148,0.1,0,0.1
4.12041190652286,133,0.1,0,0.1
4.16946442921956,136,0.1,0,0.1
4.21851695191627,132,0.1,0,0.1
4.26756947461297,140,0.1,0,0.1
4.31662199730967,155,0.1,0,0.1
4.36567452000637,128,0.1,0,0.1
4.41472704270307,103,0.1,0,0.1
4.46377956539977,109,0.1,0,0.1
4.51283208809647,108,0.1,0,0.1
4.56188461079317,94,0.1,0,0.1
4.61093713348987,113,0.1,0,0.1
4.65998965618657,107,0.1,0,0.1
4.70904217888327,85,0.1,0,0.1
4.75809470157997,97,0.1,0,0.1
4.80714722427667,74,0.1,0,0.1
4.85619974697337,97,0.1,0,0.1
4.90525226967008,98,0.1,0,0.1
4.95430479236678,94,0.1,0,0.1
5.00335731506348,85,0.1,0,0.1
5.05240983776018,79,0.1,0,0.1
5.10146236045688,77,0.1,0,0.1
5.15051488315358,86,0.1,0,0.1
5.19956740585028,66,0.1,0,0.1
5.24861992854698,76,0.1,0,0.1
5.29767245124368,91,0.1,0,0.1
5.34672497394038,87,0.1,0,0.1
5.39577749663708,75,0.1,0,0.1
5.44483001933378,61,0.1,0,0.1
5.49388254203048,77,0.1,0,0.1
5.54293506472719,78,0.1,0,0.1
5.59198758742389,76,0.1,0,0.1
