X-Value,Measured,Fitted,Residual,IRF
5.64104011012059,67,0.1,0,0.1
5.69009263281729,76,0.1,0,0.1
5.73914515551399,80,0.1,0,0.1
5.78819767821069,57,0.1,0,0.1
5.83725020090739,73,0.1,0,0.1
5.88630272360409,76,0.1,0,0.1
5.93535524630079,81,0.1,0,0.1
5.98440776899749,69,0.1,0,0.1
6.03346029169419,70,0.1,0,0.1
6.08251281439089,63,0.1,0,0.1
6.13156533708759,69,0.1,0,0.1
6.1806178597843,68,0.1,0,0.1
6.229670382481,69,0.1,0,0.1
6.2787229051777,65,0.1,0,0.1
6.3277754278744,68,0.1,0,0.1
6.3768279505711,56,0.1,0,0.1
6.4258804732678,62,0.1,0,0.1
6.4749329959645,58,0.1,0,0.1
6.5239855186612,58,0.1,0,0.1
6.5730380413579,54,0.1,0,0.1
